Customer ID,Recency,Frequency,Monetary,Churn,Churn_Prob,CLV,Segment
12555,318,1,129.23,1,0.5108698205649818,129.23,Low Value - High Risk
12557,7,4,6725.18,0,0.22712358928669754,26900.72,High Value - Low Risk
12562,21,2,1185.18,0,0.4124782388114991,2370.36,High Value - High Risk
12563,44,1,249.24,0,0.5102009182029352,249.24,Low Value - High Risk
12567,3,7,4308.58,0,0.0918116378076905,30160.059999999998,High Value - Low Risk
12568,280,1,70.0,1,0.5111999379144786,70.0,Low Value - High Risk
12570,318,1,77.52,1,0.5111580258639096,77.52,Low Value - High Risk
12573,17,4,556.87,0,0.25217570649654836,2227.48,High Value - Low Risk
12575,93,2,622.82,1,0.4155212879539302,1245.64,Low Value - High Risk
12576,28,3,826.89,0,0.32752479609219065,2480.67,High Value - Low Risk
12577,17,5,990.5,0,0.18688528722217837,4952.5,High Value - Low Risk
12578,21,2,1847.94,0,0.4089004881809129,3695.88,High Value - Low Risk
12580,212,1,637.2,1,0.5080382993236826,637.2,Low Value - High Risk
12582,58,2,1469.04,0,0.41094473322188685,2938.08,High Value - Low Risk
12583,9,13,7166.0599999999995,0,0.009977179300214046,93158.78,High Value - Low Risk
12586,10,3,1865.73,0,0.32244184646244256,5597.1900000000005,High Value - Low Risk
12588,35,3,743.88,0,0.3279327279934771,2231.64,High Value - Low Risk
12589,57,6,4048.98,0,0.12872725611032007,24293.88,High Value - Low Risk
12591,26,2,886.1,0,0.41409580702897203,1772.2,High Value - High Risk
12592,155,3,2145.06,1,0.3210821806229831,6435.18,High Value - Low Risk
12594,14,5,1751.89,0,0.1843183297284877,8759.45,High Value - Low Risk
12595,140,1,299.02,1,0.5099234474718913,299.02,Low Value - High Risk
12598,99,3,1511.01,1,0.32417281881564697,4533.03,High Value - Low Risk
12599,17,6,1264.14,0,0.13585600088431093,7584.84,High Value - Low Risk
12600,7,12,2444.88,0,0.01600909886156093,29338.56,High Value - Low Risk
12601,40,1,104.2,0,0.5110093259973321,104.2,Low Value - High Risk
12605,12,4,1232.95,0,0.24934254769928088,4931.8,High Value - Low Risk
12606,318,1,21.0,1,0.5114730311700331,21.0,Low Value - High Risk
12608,40,1,415.79,0,0.5092725548098196,415.79,Low Value - High Risk
12609,10,6,2309.0099999999998,0,0.1331430883531111,13854.059999999998,High Value - Low Risk
12613,24,5,3472.99,0,0.17861656319576918,17364.949999999997,High Value - Low Risk
12615,49,4,3449.79,0,0.24020280901155594,13799.16,High Value - Low Risk
12616,24,1,417.8,0,0.5092613505010916,417.8,Low Value - High Risk
12619,196,1,140.14,1,0.5108090128318148,140.14,Low Value - High Risk
12621,1,16,11086.14,0,0.003000851535537137,177378.24,High Value - Low Risk
12623,52,6,3442.74,0,0.13025147239666934,20656.44,High Value - Low Risk
12625,145,2,2481.06,1,0.4054917243318247,4962.12,High Value - Low Risk
12629,21,2,1558.22,0,0.41046330885207505,3116.44,High Value - Low Risk
12631,92,5,2841.07,1,0.18069383112109827,14205.35,High Value - Low Risk
12632,156,2,804.88,1,0.4145354054322995,1609.76,Low Value - High Risk
12633,18,3,3514.18,0,0.3144619496975804,10542.539999999999,High Value - Low Risk
12634,171,2,490.0,1,0.4162409557152662,980.0,Low Value - High Risk
12635,28,2,1241.23,0,0.4121753025574808,2482.46,High Value - High Risk
12636,374,1,141.0,1,0.5108042195413313,141.0,Low Value - High Risk
12637,14,4,2280.91,0,0.24499319783243848,9123.64,High Value - Low Risk
12638,275,1,249.8,1,0.5101977968311955,249.8,Low Value - High Risk
12639,70,2,826.27,0,0.4144196201007307,1652.54,Low Value - High Risk
12643,21,6,4960.18,0,0.12646492103609544,29761.08,High Value - Low Risk
12644,66,3,1440.58,0,0.3245170799806736,4321.74,High Value - Low Risk
12645,45,4,1764.12,0,0.24713160715710356,7056.48,High Value - Low Risk
12647,3,27,14201.53,0,4.605457470175187e-05,383441.31,High Value - Low Risk
12648,73,3,793.95,0,0.32768664034517675,2381.8500000000004,High Value - Low Risk
12649,18,5,1671.14,0,0.18458927205309603,8355.7,High Value - Low Risk
12651,14,3,263.75,0,0.3302972938619017,791.25,Low Value - Low Risk
12652,70,1,97.05,0,0.5110491764161499,97.05,Low Value - High Risk
12653,162,1,1950.98,1,0.5007130935252185,1950.98,High Value - High Risk
12655,59,1,261.35,0,0.5101334183620851,261.35,Low Value - High Risk
12656,61,3,2356.66,0,0.3200542119052852,7069.98,High Value - Low Risk
12661,72,1,162.0,0,0.5106871734615809,162.0,Low Value - High Risk
12662,9,10,3138.24,0,0.032716939007909514,31382.399999999998,High Value - Low Risk
12663,260,2,239.4,1,0.4175997695238069,478.8,Low Value - High Risk
12664,150,2,1188.16,1,0.4124621309849273,2376.32,High Value - High Risk
12665,53,2,250.6,0,0.41753901353710793,501.2,Low Value - High Risk
12666,30,1,1248.42,0,0.5046305755669106,1248.42,Low Value - High Risk
12668,14,6,7575.88,0,0.12015893368182667,45455.28,High Value - Low Risk
12670,21,2,764.24,0,0.414755418152879,1528.48,Low Value - High Risk
12671,242,1,2622.4809999999998,1,0.4969687083425594,2622.4809999999998,High Value - High Risk
12672,231,1,211.15,1,0.5104132253402214,211.15,Low Value - High Risk
12673,37,1,619.5,0,0.5081369722116603,619.5,Low Value - High Risk
12675,189,2,957.25,1,0.41371082428933553,1914.5,High Value - High Risk
12676,44,5,1511.7,0,0.18512514931657845,7558.5,High Value - Low Risk
12677,191,2,395.1,1,0.41675537790856554,790.2,Low Value - High Risk
12678,11,9,16652.72,0,0.03508139960013244,149874.48,High Value - Low Risk
12681,3,24,17080.74,0,0.00013249039330195166,409937.76,High Value - Low Risk
12682,1,23,11745.69,0,0.00021682405167812994,270150.87,High Value - Low Risk
12683,1,8,4220.21,0,0.06516759753853239,33761.68,High Value - Low Risk
12686,7,1,89.14,0,0.511093262520033,89.14,Low Value - High Risk
12687,116,2,2138.91,1,0.4073327756349632,4277.82,High Value - Low Risk
12691,56,1,134.6,0,0.5108398904925956,134.6,Low Value - High Risk
12692,273,1,110.95,1,0.5109717048441536,110.95,Low Value - High Risk
12693,32,3,847.11,0,0.3274254693863821,2541.33,High Value - Low Risk
12694,57,1,973.68,0,0.5061624006572185,973.68,Low Value - High Risk
12695,164,3,825.02,1,0.3275339828739662,2475.06,High Value - Low Risk
12696,70,2,851.91,0,0.41428084172875657,1703.82,High Value - High Risk
12698,226,1,339.75,1,0.5096964163415626,339.75,Low Value - High Risk
12699,53,1,638.11,0,0.5080332262938054,638.11,Low Value - High Risk
12701,165,4,1648.7,1,0.2476109091233498,6594.8,High Value - Low Risk
12703,269,3,722.98,1,0.32803547681121475,2168.94,High Value - Low Risk
12705,19,5,4893.81,0,0.174014336059534,24469.050000000003,High Value - Low Risk
12708,4,9,2601.19,0,0.047382693715774596,23410.71,High Value - Low Risk
12709,2,20,21107.94,0,0.0005396549013949183,422158.8,High Value - Low Risk
12711,247,2,1339.05,1,0.4116467693512649,2678.1,High Value - High Risk
12712,1,10,2797.53,0,0.03295829173355367,27975.300000000003,High Value - Low Risk
12714,24,7,9384.85,0,0.08279693141710538,65693.95,High Value - Low Risk
12717,226,1,277.93,1,0.5100410026219844,277.93,Low Value - High Risk
12720,5,6,2478.94,0,0.1327062403734336,14873.64,High Value - Low Risk
12721,21,2,1356.95,0,0.4115500755199727,2713.9,High Value - High Risk
12724,19,3,1286.11,0,0.3252727923258528,3858.33,High Value - Low Risk
12725,7,4,2266.7599999999998,0,0.2450515819191754,9067.039999999999,High Value - Low Risk
12726,23,4,1405.5,0,0.2486228799067767,5622.0,High Value - Low Risk
12727,78,3,1698.83,0,0.3232556867383169,5096.49,High Value - Low Risk
12728,19,1,233.84,0,0.5102867556132286,233.84,Low Value - High Risk
12730,157,1,829.25,1,0.5069676319746466,829.25,Low Value - High Risk
12731,78,5,6879.8,0,0.1677390092329866,34399.0,High Value - Low Risk
12733,25,3,2040.92,0,0.3215887390287588,6122.76,High Value - Low Risk
12734,10,2,529.25,0,0.4160282474184889,1058.5,Low Value - High Risk
12737,134,2,3710.5,1,0.39889855510384636,7421.0,High Value - Low Risk
12738,8,1,155.35,0,0.5107242381808976,155.35,Low Value - High Risk
12739,21,2,1713.69,0,0.40962443872039656,3427.38,High Value - Low Risk
12741,165,2,406.07,1,0.4166959037995595,812.14,Low Value - High Risk
12742,261,1,1201.52,1,0.5048920755509474,1201.52,Low Value - High Risk
12744,95,4,4037.77,1,0.23781745347209798,16151.08,High Value - Low Risk
12745,122,3,925.41,1,0.32704098220762945,2776.23,High Value - Low Risk
12746,176,1,254.55,1,0.5101713208782349,254.55,Low Value - High Risk
12747,5,16,5061.03,0,0.0034310055683060433,80976.48,High Value - Low Risk
12748,1,144,22457.9,0,3.9497455128842415e-24,3233937.6,High Value - Low Risk
12749,35,4,2806.48,0,0.24283131388924412,11225.92,High Value - Low Risk
12751,80,1,268.27,0,0.510094846858394,268.27,Low Value - High Risk
12755,1,10,5218.71,0,0.03127981896818826,52187.1,High Value - Low Risk
12758,95,5,7111.65,1,0.1670183127999311,35558.25,High Value - Low Risk
12759,22,5,3489.2999999999997,0,0.17856319665384504,17446.5,High Value - Low Risk
12760,91,1,347.8,1,0.5096515447481156,347.8,Low Value - High Risk
12761,93,2,782.95,1,0.414654123618905,1565.9,Low Value - High Risk
12763,5,1,320.08,0,0.509806058445891,320.08,Low Value - High Risk
12765,108,6,1404.58,1,0.13548866909592142,8427.48,High Value - Low Risk
12766,2,3,3078.65,0,0.3165599039120028,9235.95,High Value - Low Risk
12767,11,1,949.8199999999999,0,0.5062954281016486,949.8199999999999,Low Value - High Risk
12768,86,1,168.69,0,0.5106498856780127,168.69,Low Value - High Risk
12770,92,1,1895.0,1,0.5010252481585175,1895.0,High Value - High Risk
12771,121,1,282.3,1,0.5100166444384242,282.3,Low Value - High Risk
12773,200,1,124.25,1,0.5108975768753141,124.25,Low Value - High Risk
12774,171,1,98.7,1,0.5110399801781003,98.7,Low Value - High Risk
12775,24,2,300.08,0,0.4172706322470523,600.16,Low Value - High Risk
12776,303,1,55.5,1,0.5112807519286245,55.5,Low Value - High Risk
12777,93,1,519.45,1,0.5086947127483572,519.45,Low Value - High Risk
12778,32,3,953.4499999999999,0,0.3269033500166615,2860.35,High Value - Low Risk
12779,7,7,2740.91,0,0.09476913920454992,19186.37,High Value - Low Risk
12780,234,1,337.4,1,0.5097095154729512,337.4,Low Value - High Risk
12782,10,6,2287.32,0,0.13319893548598366,13723.920000000002,High Value - Low Risk
12784,165,1,1230.33,1,0.5047314401544297,1230.33,Low Value - High Risk
12785,171,2,788.45,1,0.4146243484041164,1576.9,Low Value - High Risk
12786,245,1,728.5,1,0.5075293158356874,728.5,Low Value - High Risk
12787,49,1,398.52,0,0.5093688222913091,398.52,Low Value - High Risk
12788,99,4,444.9,1,0.2526469781949845,1779.6,High Value - Low Risk
12789,148,2,181.5,1,0.4179138961277946,363.0,Low Value - High Risk
12790,46,1,266.93,0,0.510102315916195,266.93,Low Value - High Risk
12791,9,6,863.51,0,0.13690849387279455,5181.0599999999995,High Value - Low Risk
12792,170,1,426.46999999999997,1,0.5092130213614405,426.46999999999997,Low Value - High Risk
12793,7,2,471.85,0,0.4163393269202806,943.7,Low Value - High Risk
12796,264,1,381.0,1,0.5094664826279282,381.0,Low Value - High Risk
12797,1,2,552.08,0,0.4159045387305294,1104.16,Low Value - High Risk
12798,57,1,1533.89,0,0.5030388331844997,1533.89,Low Value - High Risk
12799,165,1,219.35,1,0.5103675202591124,219.35,Low Value - High Risk
12800,106,3,584.25,1,0.3287179200974654,1752.75,High Value - Low Risk
12801,136,1,1071.82,1,0.5056152285105638,1071.82,Low Value - High Risk
12802,78,6,1988.84,0,0.13396947314191693,11933.039999999999,High Value - Low Risk
12803,29,1,1092.81,0,0.5054981985625254,1092.81,Low Value - High Risk
12804,101,2,325.37,1,0.41713347729708566,650.74,Low Value - High Risk
12805,17,4,1434.95,0,0.2485001894324395,5739.8,High Value - Low Risk
12806,71,4,2878.96,0,0.24253419305045668,11515.84,High Value - Low Risk
12807,19,1,330.35,0,0.5097488127870454,330.35,Low Value - High Risk
12808,4,3,422.45,0,0.32951476395234486,1267.35,Low Value - Low Risk
12809,201,2,1266.63,1,0.4120380437882876,2533.26,High Value - High Risk
12810,170,2,534.99,1,0.41599714314287384,1069.98,Low Value - High Risk
12811,14,2,519.05,0,0.4160835214746706,1038.1,Low Value - High Risk
12813,137,3,1687.8,1,0.32330950917965434,5063.4,High Value - Low Risk
12817,35,2,524.94,0,0.41605160315916,1049.88,Low Value - High Risk
12819,94,1,540.52,1,0.5085772572983794,540.52,Low Value - High Risk
12820,33,7,1747.18,0,0.0966877786918281,12230.26,High Value - Low Risk
12821,247,1,128.07999999999998,1,0.5108762301606751,128.07999999999998,Low Value - High Risk
12823,30,13,4742.0,0,0.010525642566050701,61646.0,High Value - Low Risk
12825,157,2,518.63,1,0.41608579751047087,1037.26,Low Value - High Risk
12826,1,6,1481.03,0,0.13528906042551309,8886.18,High Value - Low Risk
12829,186,1,92.3,1,0.5110756503929988,92.3,Low Value - High Risk
12831,99,2,236.06,1,0.41761788831125396,472.12,Low Value - High Risk
12835,63,41,5996.83,0,2.95700513016463e-07,245870.03,High Value - Low Risk
12836,25,11,3949.37,0,0.022349385674780186,43443.07,High Value - Low Risk
12837,205,1,528.56,1,0.5086439288526072,528.56,Low Value - High Risk
12838,9,9,2694.75,0,0.047288587899821516,24252.75,High Value - Low Risk
12839,3,13,4480.31,0,0.010586607461203074,58244.030000000006,High Value - Low Risk
12840,73,3,1315.2,0,0.3251304058823445,3945.6000000000004,High Value - Low Risk
12841,5,17,3472.61,0,0.0024488159699857575,59034.37,High Value - Low Risk
12842,40,2,799.0,0,0.41456723587426203,1598.0,Low Value - High Risk
12843,18,22,4881.1,0,0.0003671286531922845,107384.20000000001,High Value - Low Risk
12844,78,2,322.64,0,0.41714828225596234,645.28,Low Value - High Risk
12846,318,1,15.58,1,0.5115032382103898,15.58,Low Value - High Risk
12847,23,1,765.36,0,0.5073238225104317,765.36,Low Value - High Risk
12848,311,1,208.0,1,0.5104307827336724,208.0,Low Value - High Risk
12849,17,4,2032.18,0,0.24602084730899434,8128.72,High Value - Low Risk
12850,81,1,330.0,0,0.5097507637143971,330.0,Low Value - High Risk
12851,113,1,148.95,1,0.5107599093783677,148.95,Low Value - High Risk
12853,63,5,1950.4,0,0.18365357335876023,9752.0,High Value - Low Risk
12854,197,4,1654.72,1,0.24758589459914476,6618.88,High Value - Low Risk
12855,8,4,612.84,0,0.2519403523076207,2451.36,High Value - Low Risk
12857,72,4,2581.6,0,0.24375474826361124,10326.4,High Value - Low Risk
12858,19,1,147.27,0,0.5107692730495605,147.27,Low Value - High Risk
12859,94,1,575.1,1,0.5083844878358104,575.1,Low Value - High Risk
12860,329,1,54.22,1,0.5112878858271271,54.22,Low Value - High Risk
12861,255,1,68.25,1,0.5112096913611285,68.25,Low Value - High Risk
12862,61,2,984.62,0,0.41356275708518153,1969.24,High Value - High Risk
12863,15,5,2271.35,0,0.18258273181756457,11356.75,High Value - Low Risk
12864,144,1,152.45,1,0.5107404017058053,152.45,Low Value - High Risk
12865,14,2,1755.24,0,0.40940033603358095,3510.48,High Value - Low Risk
12866,110,2,668.23,1,0.4152753222864583,1336.46,Low Value - High Risk
12867,33,6,3819.92,0,0.12930136695096137,22919.52,High Value - Low Risk
12868,9,3,640.0,0,0.32844358651847877,1920.0,High Value - Low Risk
12869,317,1,337.66999999999996,1,0.5097080104670437,337.66999999999996,Low Value - High Risk
12870,11,3,1676.95,0,0.3233624578511712,5030.85,High Value - Low Risk
12871,75,1,363.38,0,0.5095646996577983,363.38,Low Value - High Risk
12872,1,11,3062.52,0,0.022785706811089948,33687.72,High Value - Low Risk
12873,33,2,1653.3,0,0.40995022311387286,3306.6,High Value - Low Risk
12874,21,2,948.42,0,0.41375859646847757,1896.84,High Value - High Risk
12875,107,3,1013.76,1,0.326607423992916,3041.2799999999997,High Value - Low Risk
12876,30,2,1863.77,0,0.4088151500002085,3727.54,High Value - Low Risk
12877,37,8,1406.37,0,0.0690970642847983,11250.96,High Value - Low Risk
12880,17,2,640.13,0,0.41542752245197634,1280.26,Low Value - High Risk
12887,19,1,222.4,0,0.5103505201541892,222.4,Low Value - High Risk
12889,17,4,385.46,0,0.2528973925926706,1541.84,Low Value - Low Risk
12890,23,1,329.3,0,0.5097546655682095,329.3,Low Value - High Risk
12891,94,8,509.5,1,0.07039495145555771,4076.0,High Value - Low Risk
12892,32,1,263.38,0,0.5101221033236324,263.38,Low Value - High Risk
12894,211,1,157.35,1,0.5107130909092731,157.35,Low Value - High Risk
12897,17,2,297.75,0,0.41728326915212116,595.5,Low Value - High Risk
12898,99,2,296.21,1,0.4172916215009455,592.42,Low Value - High Risk
12899,49,1,366.4,0,0.5095478656901461,366.4,Low Value - High Risk
12900,58,1,340.33,0,0.5096931833624047,340.33,Low Value - High Risk
12903,64,1,833.53,0,0.5069437704642202,833.53,Low Value - High Risk
12905,212,2,1018.42,1,0.4133799262032558,2036.84,High Value - High Risk
12907,31,2,508.91,0,0.41613847248135816,1017.82,Low Value - High Risk
12908,16,3,1026.0,0,0.32654738222899765,3078.0,High Value - Low Risk
12909,60,3,924.52,0,0.3270453511921153,2773.56,High Value - Low Risk
12910,15,5,2721.48,0,0.18108906341788414,13607.4,High Value - Low Risk
12911,187,1,1651.72,1,0.5023818091271242,1651.72,Low Value - High Risk
12913,4,9,4217.23,0,0.045781978696519246,37955.06999999999,High Value - Low Risk
